ticker,name,classification_status,evidence_type,comparison_eligibility,official_source_url,evidence_basis,review_reason
108590,TREX 200,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
114100,RISE 국고채3년,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
114260,KODEX 국고채3년,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
114460,ACE 국고채3년,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
114470,KIWOOM 국고채3년,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
114800,KODEX 인버스,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
114820,TIGER 국채3년,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 단기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
117690,TIGER 차이나항셍30,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
122090,PLUS 코스피50,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
122260,KIWOOM 통안채1년,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 초단기 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
122630,KODEX 레버리지,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
123310,TIGER 인버스,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
123320,TIGER 레버리지,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
136340,RISE 중기우량회사채,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 중기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
139230,TIGER 200 중공업,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
139260,TIGER 200 IT,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
139280,TIGER 경기방어,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
139290,TIGER 200 경기소비재,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
140570,RISE 수출주,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
140580,RISE 우량업종대표주,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
140710,KODEX 운송,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
140950,파워 코스피100,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
145670,ACE 인버스,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
145850,TREX 펀더멘탈 200,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
148020,RISE 200,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
148070,KIWOOM 국고채10년,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
150460,TIGER 중국소비테마,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
152100,PLUS 200,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
152380,KODEX 국채선물10년,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
152500,ACE 레버리지,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
152870,파워 200,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
153130,KODEX 단기채권,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
153270,KIWOOM 코스피100,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
156080,KODEX MSCI Korea,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
157450,TIGER 단기통안채,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
157490,TIGER 소프트웨어,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
159800,마이티 코스피100,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
166400,TIGER 200커버드콜OTM,classified_derived,official_index,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
167860,KIWOOM 국고채10년레버리지,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
168580,ACE 중국본토CSI300,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
169950,KODEX 차이나A50,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
174350,TIGER 로우볼,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
176950,KODEX 국채선물10년인버스,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(채권/국내 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
183700,RISE 200채권혼합50,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default)",
183710,RISE 주식혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
185680,KODEX 미국S&P바이오(합성),conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
189400,PLUS 글로벌MSCI(합성 H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
190620,ACE 단기통안채,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
192090,TIGER 차이나CSI300,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
195920,TIGER 일본TOPIX(합성 H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/일본 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
195930,TIGER 유로스탁스50(합성 H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/유럽 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
195970,PLUS 선진국MSCI(합성 H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
195980,PLUS 신흥국MSCI(합성 H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
196030,ACE 일본TOPIX레버리지(H),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/일본 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
196230,RISE 단기통안채,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
200030,KODEX 미국S&P500산업재(합성),conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
200250,KIWOOM 인도Nifty50(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/인도 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
204450,KODEX 차이나H레버리지(H),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
204480,TIGER 차이나CSI300레버리지(합성),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
205720,ACE 일본TOPIX인버스(합성 H),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/일본 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
214980,KODEX 단기채권PLUS,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
217780,TIGER 차이나CSI300인버스(합성),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
219390,RISE 미국S&P원유생산기업(합성 H),conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
219900,ACE 중국본토CSI300레버리지(합성),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
220130,SOL 차이나강소기업CSI500(합성 H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
225050,TIGER 유로스탁스레버리지(합성 H),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/유럽 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
225060,TIGER 이머징마켓MSCI레버리지(합성 H),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
226490,KODEX 코스피,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
227550,TIGER 200 산업재,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
227560,TIGER 200 생활소비재,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
227830,PLUS 코스피,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
228800,TIGER 여행레저,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
228820,TIGER KTOP30,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
229200,KODEX 코스닥150,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
229720,KODEX KTOP30,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
232080,TIGER 코스닥150,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
233160,TIGER 코스닥150 레버리지,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
233740,KODEX 코스닥150레버리지,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
234310,RISE V&S셀렉트밸류,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
236350,TIGER 인도니프티50레버리지(합성),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/인도 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
237350,KODEX 코스피100,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
237370,KODEX 코리아배당성장채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
237440,TIGER 경기방어채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
238670,PLUS 스마트베타Quality채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
238720,ACE 일본Nikkei225(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/일본 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
239660,PLUS 우량회사채50,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
241180,TIGER 일본니케이225,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/일본 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
241390,RISE V&S셀렉트밸류채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
243880,TIGER 200IT레버리지,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
244670,KODEX 밸류Plus,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
245340,TIGER 미국다우존스30,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
245360,TIGER 차이나HSCEI,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
245710,ACE 베트남VN30(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/기타국가 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
250730,RISE 차이나HSCEI(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
250780,TIGER 코스닥150선물인버스,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
251340,KODEX 코스닥150선물인버스,classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
251350,KODEX MSCI선진국,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
251600,PLUS 고배당주채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
252000,TIGER 200동일가중,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
252400,RISE 200선물레버리지,classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
