primary_peer_group_id,peer_group_name,member_count,asset_family,region_primary,comparison_category,comparison_topic,comparison_subtopic,index_family,strategy_structure,automatic_comparison_eligible,group_status_summary,classification_rationale
PG-PENDING-0162Y0-257465f13d,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0162Z0-728f2aea6a,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0163Y0-dc1690c738,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0166N0-66f10bcdeb,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0166S0-afce312df4,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0166T0-e10ef4d93e,미국 미확인 주식전략 · plain,1,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain|neutral|1X,N,needs_review:1,"주식·미국 노출, 기타특수구조 / 미국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0167B0-7bfb37b49a,국내 미확인 주식전략 · covered_call,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,covered_call|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, covered_call|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0172Y0-6de1794a61,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0177N0-5d2e195fbb,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0178H0-77f1f00218,미국 국채 만기미확인 등급미확인 · bond_coupon,1,채권,미국,채권,채권,미국 국채 만기미확인 등급미확인,BOND_미국-국채-만기미확인-등급미확인-6e6ab9de27,bond_coupon|neutral|1X,N,needs_review:1,"채권·미국 노출, 채권 / 미국 국채 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0182S0-127d3e9fba,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0183V0-a478fbf795,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0184E0-76e1ad4b78,국내 채권 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0184L0-2dc9ccbc40,국내 채권 중기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 중기 등급미확인,BOND_국내-채권-중기-등급미확인-af53603ca9,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 중기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0184N0-2007a33d1b,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0184V0-d46c450c9e,구성비율 미확인 · mixed_asset,1,혼합자산,국내,혼합자산,혼합자산,구성비율 미확인,혼합자산-구성비율-미확인-9c1ef5c7e4,mixed_asset|neutral|1X,N,needs_review:1,"혼합자산·국내 노출, 혼합자산 / 구성비율 미확인 투자대상, mixed_asset|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0186S0-bf77154211,국내 채권 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0190M0-403244edc3,미국 미확인 주식전략 · plain,1,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain|neutral|1X,N,needs_review:1,"주식·미국 노출, 기타특수구조 / 미국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0191B0-c6aed1ad50,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0191M0-4f421ade63,국내 특수채 만기미확인 AAA · bond_coupon,1,채권,국내,채권,채권,국내 특수채 만기미확인 AAA,BOND_국내-특수채-만기미확인-AAA-e49adb89d7,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 특수채 만기미확인 AAA 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0191S0-20e70bafe6,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0191W0-4a75946f50,국내 채권 중기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 중기 등급미확인,BOND_국내-채권-중기-등급미확인-af53603ca9,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 중기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0192M0-086f4b8881,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0192S0-1f68778850,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,KOSPI200,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0192T0-09f68a9c4d,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0192Z0-1297708fef,국내 채권 중기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 중기 등급미확인,BOND_국내-채권-중기-등급미확인-af53603ca9,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 중기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0193G0-c6db04f7a4,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0193K0-3562576a29,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0193L0-30e34b0072,국내 미확인 주식전략 · inverse,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,inverse|short|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, inverse|short|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0193M0-7e11a9fa73,국내 특수채 만기미확인 AAA · bond_coupon,1,채권,국내,채권,채권,국내 특수채 만기미확인 AAA,BOND_국내-특수채-만기미확인-AAA-e49adb89d7,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 특수채 만기미확인 AAA 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0193W0-fd7507e15c,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0194M0-c3bc2eb065,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0194N0-15276fffde,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0195R0-5021a078e7,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0198A0-65df7aebfc,국내 미확인 주식전략 · covered_call,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,covered_call|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, covered_call|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0198B0-31c0368791,국내 미확인 주식전략 · leveraged,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged|long|2X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, leveraged|long|2X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0203D0-3c4f7cddcd,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0203R0-37c207139f,국내 채권 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0203S0-1223683ccb,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0204S0-25a8dfffbb,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0206G0-ebd5e71f58,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0208N0-e0f7d9ae20,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0209Z0-9a714bb0b0,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0210E0-bc0b8ab252,국내 미확인 주식전략 · covered_call,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,covered_call|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, covered_call|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0216K0-8d8dfe9815,미국 채권 만기미확인 등급미확인 · bond_coupon,1,채권,미국,채권,채권,미국 채권 만기미확인 등급미확인,BOND_미국-채권-만기미확인-등급미확인-4820f5af4f,bond_coupon|neutral|1X,N,needs_review:1,"채권·미국 노출, 채권 / 미국 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0218J0-09ec001446,미국 국채 만기미확인 등급미확인 · bond_coupon,1,채권,미국,채권,채권,미국 국채 만기미확인 등급미확인,BOND_미국-국채-만기미확인-등급미확인-6e6ab9de27,bond_coupon|neutral|1X,N,needs_review:1,"채권·미국 노출, 채권 / 미국 국채 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0218K0-f0dae0f19a,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0219E0-88db0b755c,국내 미확인 주식전략 · covered_call,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,covered_call|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, covered_call|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0220A0-05abf86187,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0220B0-c83642ca9b,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0221V0-3d8535b132,국내 채권 초단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 초단기 등급미확인,BOND_국내-채권-초단기-등급미확인-2cd6864612,bond_coupon|neutral|1X,N,conflict:1,"채권·국내 노출, 채권 / 국내 채권 초단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0223A0-226334090d,국내 미확인 주식전략 · covered_call,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,covered_call|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, covered_call|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0223R0-fd74678011,미국 미확인 주식전략 · plain,1,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain|neutral|1X,N,needs_review:1,"주식·미국 노출, 기타특수구조 / 미국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0224X0-7de56c2cb9,미국 국채 만기미확인 등급미확인 · bond_coupon,1,채권,미국,채권,채권,미국 국채 만기미확인 등급미확인,BOND_미국-국채-만기미확인-등급미확인-6e6ab9de27,bond_coupon|neutral|1X,N,needs_review:1,"채권·미국 노출, 채권 / 미국 국채 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0226A0-a1973af1a5,국내 채권 만기미확인 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 만기미확인 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-0226G0-1d99142ced,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-069500-240ee382e4,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-069660-b126cc7e7c,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-091170-0794ea3207,기타원자재 futures · futures,1,원자재,해당없음,원자재,기타원자재,기타원자재 futures,COMMODITY_기타원자재-FUTURES-e9bbd8bb27,futures|neutral|1X,N,conflict:1,"원자재·해당없음 노출, 원자재 / 기타원자재 futures 투자대상, futures|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-091220-2c110cd2c9,기타원자재 futures · futures,1,원자재,해당없음,원자재,기타원자재,기타원자재 futures,COMMODITY_기타원자재-FUTURES-e9bbd8bb27,futures|neutral|1X,N,conflict:1,"원자재·해당없음 노출, 원자재 / 기타원자재 futures 투자대상, futures|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-099140-763f1dbf99,중국 미확인 주식전략 · plain,1,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,plain|neutral|1X,N,needs_review:1,"주식·중국 노출, 기타특수구조 / 중국 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-100910-2a5193058d,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-101280-76b17e2628,일본 미확인 주식전략 · plain,1,주식,일본,기타특수구조,미확인 주식전략,일본 미확인 주식전략,미확인-주식전략-일본-미확인-주식전략-aa68fbbd45,plain|neutral|1X,N,needs_review:1,"주식·일본 노출, 기타특수구조 / 일본 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-102110-04e359ab09,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-102960-9ce47fe615,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-104520-7570160de5,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-105010-ca59d2b222,기타국가 미확인 주식전략 · plain,1,주식,기타국가,기타특수구조,미확인 주식전략,기타국가 미확인 주식전략,미확인-주식전략-기타국가-미확인-주식전략-cd16f2b14c,plain|neutral|1X,N,needs_review:1,"주식·기타국가 노출, 기타특수구조 / 기타국가 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-105190-9984b080a8,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-108590-e62f75e949,국내 미확인 주식전략 · plain,1,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain|neutral|1X,N,needs_review:1,"주식·국내 노출, 기타특수구조 / 국내 미확인 주식전략 투자대상, plain|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-114100-2b61496b0d,국내 채권 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
PG-PENDING-114260-5cee14bbca,국내 채권 단기 등급미확인 · bond_coupon,1,채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,bond_coupon|neutral|1X,N,needs_review:1,"채권·국내 노출, 채권 / 국내 채권 단기 등급미확인 투자대상, bond_coupon|neutral|1X 수익·손실 구조를 공통 기준으로 사용"
